"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","SCF-beta-TrCP mediated degradation of Emi1","0.24%","42","8945","42","11494","3.39e-4","2.75e-3","1.28","5.94e-1","2.28e-3","2.61e-5"
"REACTOME_PATHWAY","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis","0.24%","42","8945","42","11494","3.39e-4","2.75e-3","1.28","5.94e-1","2.28e-3","2.61e-5"
"REACTOME_PATHWAY","tRNA Aminoacylation","0.24%","42","8945","42","11494","3.39e-4","2.75e-3","1.28","5.94e-1","2.28e-3","2.61e-5"
"REACTOME_PATHWAY","Degradation of AXIN","0.24%","42","8945","42","11494","3.39e-4","2.75e-3","1.28","5.94e-1","2.28e-3","2.61e-5"
"REACTOME_PATHWAY","G alpha (12/13) signalling events","0.43%","76","8945","81","11494","3.41e-4","2.75e-3","1.21","5.96e-1","2.28e-3","8.90e-5"
"REACTOME_PATHWAY","Signaling by NOTCH1","0.39%","69","8945","73","11494","4.01e-4","3.23e-3","1.21","6.56e-1","2.67e-3","9.59e-5"
"REACTOME_PATHWAY","XBP1(S) activates chaperone genes","0.28%","49","8945","50","11494","4.02e-4","3.23e-3","1.26","6.56e-1","2.67e-3","5.34e-5"
"REACTOME_PATHWAY","Translation of Structural Proteins","0.32%","56","8945","58","11494","4.06e-4","3.25e-3","1.24","6.60e-1","2.69e-3","7.12e-5"
"REACTOME_PATHWAY","RHO GTPase Effectors","1.60%","283","8945","331","11494","4.12e-4","3.29e-3","1.10","6.65e-1","2.72e-3","2.42e-4"
"REACTOME_PATHWAY","RNA Polymerase III Abortive And Retractive Initiation","0.23%","41","8945","41","11494","4.26e-4","3.34e-3","1.28","6.78e-1","2.77e-3","3.36e-5"
"REACTOME_PATHWAY","Regulation of Apoptosis","0.23%","41","8945","41","11494","4.26e-4","3.34e-3","1.28","6.78e-1","2.77e-3","3.36e-5"
"REACTOME_PATHWAY","Vif-mediated degradation of APOBEC3G","0.23%","41","8945","41","11494","4.26e-4","3.34e-3","1.28","6.78e-1","2.77e-3","3.36e-5"
"REACTOME_PATHWAY","Dual Incision in GG-NER","0.23%","41","8945","41","11494","4.26e-4","3.34e-3","1.28","6.78e-1","2.77e-3","3.36e-5"
"REACTOME_PATHWAY","RNA Polymerase III Transcription","0.23%","41","8945","41","11494","4.26e-4","3.34e-3","1.28","6.78e-1","2.77e-3","3.36e-5"
"REACTOME_PATHWAY","Activation of gene expression by SREBF (SREBP)","0.23%","41","8945","41","11494","4.26e-4","3.34e-3","1.28","6.78e-1","2.77e-3","3.36e-5"
"REACTOME_PATHWAY","Metabolism of vitamins and cofactors","1.01%","178","8945","203","11494","4.28e-4","3.34e-3","1.13","6.79e-1","2.77e-3","2.11e-4"
"REACTOME_PATHWAY","MAPK family signaling cascades","1.52%","269","8945","314","11494","4.44e-4","3.46e-3","1.10","6.92e-1","2.86e-3","2.58e-4"
"REACTOME_PATHWAY","EML4 and NUDC in mitotic spindle formation","0.61%","108","8945","119","11494","4.48e-4","3.48e-3","1.17","6.96e-1","2.88e-3","1.66e-4"
"REACTOME_PATHWAY","TP53 Regulates Transcription of Cell Cycle Genes","0.27%","48","8945","49","11494","4.98e-4","3.85e-3","1.26","7.34e-1","3.19e-3","6.74e-5"
"REACTOME_PATHWAY","G2/M Checkpoints","0.78%","138","8945","155","11494","4.98e-4","3.85e-3","1.14","7.34e-1","3.19e-3","2.18e-4"
"REACTOME_PATHWAY","C-type lectin receptors (CLRs)","0.66%","117","8945","130","11494","5.55e-4","4.26e-3","1.16","7.71e-1","3.53e-3","2.22e-4"
"REACTOME_PATHWAY","Glycerophospholipid biosynthesis","0.66%","117","8945","130","11494","5.55e-4","4.26e-3","1.16","7.71e-1","3.53e-3","2.22e-4"
"REACTOME_PATHWAY","PI Metabolism","0.45%","79","8945","85","11494","5.67e-4","4.34e-3","1.19","7.78e-1","3.60e-3","1.66e-4"
"REACTOME_PATHWAY","RNA Polymerase I Transcription Initiation","0.27%","47","8945","48","11494","6.16e-4","4.69e-3","1.26","8.06e-1","3.89e-3","8.51e-5"
"REACTOME_PATHWAY","SUMOylation of RNA binding proteins","0.27%","47","8945","48","11494","6.16e-4","4.69e-3","1.26","8.06e-1","3.89e-3","8.51e-5"
"REACTOME_PATHWAY","Ubiquitin-dependent degradation of Cyclin D","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","p53-Independent DNA Damage Response","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","RHOV GTPase cycle","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","Autodegradation of the E3 ubiquitin ligase COP1","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","Transcriptional Regulation by VENTX","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","p53-Independent G1/S DNA damage checkpoint","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","Vpu mediated degradation of CD4","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","Resolution of Abasic Sites (AP sites)","0.22%","39","8945","39","11494","6.74e-4","4.99e-3","1.28","8.33e-1","4.13e-3","5.56e-5"
"REACTOME_PATHWAY","Cellular responses to mechanical stimuli","0.53%","94","8945","103","11494","7.45e-4","5.50e-3","1.17","8.62e-1","4.56e-3","2.63e-4"
"REACTOME_PATHWAY","Co-stimulation by CD28","0.26%","46","8945","47","11494","7.62e-4","5.55e-3","1.26","8.68e-1","4.60e-3","1.07e-4"
"REACTOME_PATHWAY","Degradation of GLI1 by the proteasome","0.26%","46","8945","47","11494","7.62e-4","5.55e-3","1.26","8.68e-1","4.60e-3","1.07e-4"
"REACTOME_PATHWAY","Degradation of GLI2 by the proteasome","0.26%","46","8945","47","11494","7.62e-4","5.55e-3","1.26","8.68e-1","4.60e-3","1.07e-4"
"REACTOME_PATHWAY","TBC/RABGAPs","0.26%","46","8945","47","11494","7.62e-4","5.55e-3","1.26","8.68e-1","4.60e-3","1.07e-4"
"REACTOME_PATHWAY","GLI3 is processed to GLI3R by the proteasome","0.26%","46","8945","47","11494","7.62e-4","5.55e-3","1.26","8.68e-1","4.60e-3","1.07e-4"
"REACTOME_PATHWAY","Regulation of PTEN gene transcription","0.33%","59","8945","62","11494","8.14e-4","5.91e-3","1.22","8.85e-1","4.90e-3","1.80e-4"
"REACTOME_PATHWAY","ER to Golgi Anterograde Transport","0.82%","144","8945","163","11494","8.22e-4","5.95e-3","1.14","8.88e-1","4.93e-3","3.83e-4"
"REACTOME_PATHWAY","Diseases of mitotic cell cycle","0.22%","38","8945","38","11494","8.46e-4","6.06e-3","1.28","8.95e-1","5.02e-3","7.15e-5"
"REACTOME_PATHWAY","Regulation of ornithine decarboxylase (ODC)","0.22%","38","8945","38","11494","8.46e-4","6.06e-3","1.28","8.95e-1","5.02e-3","7.15e-5"
"REACTOME_PATHWAY","FLT3 Signaling","0.22%","38","8945","38","11494","8.46e-4","6.06e-3","1.28","8.95e-1","5.02e-3","7.15e-5"
"REACTOME_PATHWAY","DNA Damage Recognition in GG-NER","0.22%","38","8945","38","11494","8.46e-4","6.06e-3","1.28","8.95e-1","5.02e-3","7.15e-5"
"REACTOME_PATHWAY","Signaling by NTRKs","0.67%","119","8945","133","11494","8.59e-4","6.14e-3","1.15","8.98e-1","5.09e-3","3.61e-4"
"REACTOME_PATHWAY","TNFR2 non-canonical NF-kB pathway","0.46%","82","8945","89","11494","8.85e-4","6.30e-3","1.18","9.05e-1","5.22e-3","2.85e-4"
"REACTOME_PATHWAY","Intraflagellar transport","0.29%","52","8945","54","11494","9.08e-4","6.45e-3","1.24","9.11e-1","5.35e-3","1.70e-4"
"REACTOME_PATHWAY","MAPK1/MAPK3 signaling","1.33%","235","8945","274","11494","9.34e-4","6.62e-3","1.10","9.17e-1","5.48e-3","5.38e-4"
"REACTOME_PATHWAY","Hh mutants abrogate ligand secretion","0.25%","45","8945","46","11494","9.41e-4","6.64e-3","1.26","9.18e-1","5.50e-3","1.35e-4"
"REACTOME_PATHWAY","SUMOylation of DNA replication proteins","0.25%","45","8945","46","11494","9.41e-4","6.64e-3","1.26","9.18e-1","5.50e-3","1.35e-4"
"REACTOME_PATHWAY","Signaling by NTRK1 (TRKA)","0.58%","103","8945","114","11494","9.45e-4","6.65e-3","1.16","9.19e-1","5.51e-3","3.66e-4"
"REACTOME_PATHWAY","Cell surface interactions at the vascular wall","0.99%","175","8945","201","11494","1.06e-3","7.39e-3","1.12","9.40e-1","6.12e-3","5.50e-4"
"REACTOME_PATHWAY","Regulation of activated PAK-2p34 by proteasome mediated degradation","0.21%","37","8945","37","11494","1.06e-3","7.39e-3","1.28","9.41e-1","6.12e-3","9.20e-5"
"REACTOME_PATHWAY","Regulation of TP53 Expression and Degradation","0.21%","37","8945","37","11494","1.06e-3","7.39e-3","1.28","9.41e-1","6.12e-3","9.20e-5"
"REACTOME_PATHWAY","NOD1/2 Signaling Pathway","0.21%","37","8945","37","11494","1.06e-3","7.39e-3","1.28","9.41e-1","6.12e-3","9.20e-5"
"REACTOME_PATHWAY","Formation of HIV elongation complex in the absence of HIV Tat","0.25%","44","8945","45","11494","1.16e-3","8.07e-3","1.26","9.55e-1","6.68e-3","1.71e-4"
"REACTOME_PATHWAY","Transport to the Golgi and subsequent modification","0.96%","169","8945","194","11494","1.24e-3","8.58e-3","1.12","9.63e-1","7.11e-3","6.41e-4"
"REACTOME_PATHWAY","Response of endothelial cells to shear stress","0.48%","85","8945","93","11494","1.31e-3","9.06e-3","1.17","9.70e-1","7.50e-3","4.59e-4"
"REACTOME_PATHWAY","Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","0.42%","74","8945","80","11494","1.32e-3","9.06e-3","1.19","9.70e-1","7.50e-3","4.10e-4"
"REACTOME_PATHWAY","Signaling by MET","0.42%","74","8945","80","11494","1.32e-3","9.06e-3","1.19","9.70e-1","7.50e-3","4.10e-4"
"REACTOME_PATHWAY","RNA Polymerase III Transcription Initiation","0.20%","36","8945","36","11494","1.33e-3","9.06e-3","1.28","9.71e-1","7.50e-3","1.18e-4"
"REACTOME_PATHWAY","Regulation of TP53 Degradation","0.20%","36","8945","36","11494","1.33e-3","9.06e-3","1.28","9.71e-1","7.50e-3","1.18e-4"
"REACTOME_PATHWAY","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","0.20%","36","8945","36","11494","1.33e-3","9.06e-3","1.28","9.71e-1","7.50e-3","1.18e-4"
"REACTOME_PATHWAY","Aberrant regulation of mitotic cell cycle due to RB1 defects","0.20%","36","8945","36","11494","1.33e-3","9.06e-3","1.28","9.71e-1","7.50e-3","1.18e-4"
"REACTOME_PATHWAY","Proteasome assembly","0.28%","50","8945","52","11494","1.35e-3","9.16e-3","1.24","9.72e-1","7.59e-3","2.63e-4"
"REACTOME_PATHWAY","Recruitment of NuMA to mitotic centrosomes","0.51%","90","8945","99","11494","1.38e-3","9.34e-3","1.17","9.75e-1","7.74e-3","5.07e-4"
"REACTOME_PATHWAY","Regulation of RUNX2 expression and activity","0.32%","56","8945","59","11494","1.43e-3","9.62e-3","1.22","9.78e-1","7.97e-3","3.33e-4"
"REACTOME_PATHWAY","Viral Messenger RNA Synthesis","0.24%","43","8945","44","11494","1.43e-3","9.62e-3","1.26","9.78e-1","7.97e-3","2.15e-4"
"REACTOME_PATHWAY","Degradation of DVL","0.24%","43","8945","44","11494","1.43e-3","9.62e-3","1.26","9.78e-1","7.97e-3","2.15e-4"
"REACTOME_PATHWAY","RAF/MAP kinase cascade","1.30%","230","8945","269","11494","1.54e-3","1.03e-2","1.10","9.83e-1","8.52e-3","9.02e-4"
"REACTOME_PATHWAY","Creation of C4 and C2 activators","0.41%","73","8945","79","11494","1.56e-3","1.04e-2","1.19","9.84e-1","8.62e-3","4.91e-4"
"REACTOME_PATHWAY","RHOBTB GTPase Cycle","0.20%","35","8945","35","11494","1.67e-3","1.11e-2","1.28","9.88e-1","9.17e-3","1.52e-4"
"REACTOME_PATHWAY","Transcriptional Regulation by E2F6","0.20%","35","8945","35","11494","1.67e-3","1.11e-2","1.28","9.88e-1","9.17e-3","1.52e-4"
"REACTOME_PATHWAY","Negative regulators of DDX58/IFIH1 signaling","0.20%","35","8945","35","11494","1.67e-3","1.11e-2","1.28","9.88e-1","9.17e-3","1.52e-4"
"REACTOME_PATHWAY","Integrin cell surface interactions","0.44%","78","8945","85","11494","1.69e-3","1.12e-2","1.18","9.89e-1","9.26e-3","5.70e-4"
"REACTOME_PATHWAY","Signaling by NOTCH1 in Cancer","0.31%","55","8945","58","11494","1.73e-3","1.13e-2","1.22","9.90e-1","9.35e-3","4.08e-4"
"REACTOME_PATHWAY","Constitutive Signaling by NOTCH1 PEST Domain Mutants","0.31%","55","8945","58","11494","1.73e-3","1.13e-2","1.22","9.90e-1","9.35e-3","4.08e-4"
"REACTOME_PATHWAY","Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer","0.31%","55","8945","58","11494","1.73e-3","1.13e-2","1.22","9.90e-1","9.35e-3","4.08e-4"
"REACTOME_PATHWAY","Signaling by NOTCH1 PEST Domain Mutants in Cancer","0.31%","55","8945","58","11494","1.73e-3","1.13e-2","1.22","9.90e-1","9.35e-3","4.08e-4"
"REACTOME_PATHWAY","Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants","0.31%","55","8945","58","11494","1.73e-3","1.13e-2","1.22","9.90e-1","9.35e-3","4.08e-4"
"REACTOME_PATHWAY","Negative regulation of MAPK pathway","0.24%","42","8945","43","11494","1.77e-3","1.14e-2","1.26","9.91e-1","9.42e-3","2.70e-4"
"REACTOME_PATHWAY","Formation of HIV-1 elongation complex containing HIV-1 Tat","0.24%","42","8945","43","11494","1.77e-3","1.14e-2","1.26","9.91e-1","9.42e-3","2.70e-4"
"REACTOME_PATHWAY","HIV Transcription Elongation","0.24%","42","8945","43","11494","1.77e-3","1.14e-2","1.26","9.91e-1","9.42e-3","2.70e-4"
"REACTOME_PATHWAY","Tat-mediated elongation of the HIV-1 transcript","0.24%","42","8945","43","11494","1.77e-3","1.14e-2","1.26","9.91e-1","9.42e-3","2.70e-4"
"REACTOME_PATHWAY","RHOF GTPase cycle","0.24%","42","8945","43","11494","1.77e-3","1.14e-2","1.26","9.91e-1","9.42e-3","2.70e-4"
"REACTOME_PATHWAY","Transport of Mature mRNAs Derived from Intronless Transcripts","0.24%","42","8945","43","11494","1.77e-3","1.14e-2","1.26","9.91e-1","9.42e-3","2.70e-4"
"REACTOME_PATHWAY","Late SARS-CoV-2 Infection Events","0.37%","66","8945","71","11494","1.97e-3","1.26e-2","1.19","9.95e-1","1.04e-2","5.84e-4"
"REACTOME_PATHWAY","Interleukin-17 signaling","0.37%","66","8945","71","11494","1.97e-3","1.26e-2","1.19","9.95e-1","1.04e-2","5.84e-4"
"REACTOME_PATHWAY","DNA Double-Strand Break Repair","0.85%","151","8945","173","11494","1.99e-3","1.27e-2","1.12","9.95e-1","1.05e-2","1.01e-3"
"REACTOME_PATHWAY","Transcriptional activation of mitochondrial biogenesis","0.31%","54","8945","57","11494","2.08e-3","1.33e-2","1.22","9.96e-1","1.10e-2","5.00e-4"
"REACTOME_PATHWAY","Telomere C-strand (Lagging Strand) Synthesis","0.19%","34","8945","34","11494","2.09e-3","1.33e-2","1.28","9.96e-1","1.10e-2","1.96e-4"
"REACTOME_PATHWAY","MAPK6/MAPK4 signaling","0.40%","71","8945","77","11494","2.17e-3","1.37e-2","1.18","9.97e-1","1.14e-2","6.99e-4"
"REACTOME_PATHWAY","Transport of Mature mRNA Derived from an Intronless Transcript","0.23%","41","8945","42","11494","2.18e-3","1.37e-2","1.25","9.97e-1","1.14e-2","3.40e-4"
"REACTOME_PATHWAY","MTOR signalling","0.23%","41","8945","42","11494","2.18e-3","1.37e-2","1.25","9.97e-1","1.14e-2","3.40e-4"
"REACTOME_PATHWAY","RHOU GTPase cycle","0.23%","41","8945","42","11494","2.18e-3","1.37e-2","1.25","9.97e-1","1.14e-2","3.40e-4"
"REACTOME_PATHWAY","MITF-M-regulated melanocyte development","0.77%","136","8945","155","11494","2.23e-3","1.40e-2","1.13","9.97e-1","1.16e-2","1.09e-3"
"REACTOME_PATHWAY","Regulation of Complement cascade","0.58%","102","8945","114","11494","2.26e-3","1.41e-2","1.15","9.98e-1","1.17e-2","9.52e-4"
"REACTOME_PATHWAY","Extracellular matrix organization","1.55%","273","8945","323","11494","2.33e-3","1.46e-2","1.09","9.98e-1","1.21e-2","1.48e-3"
"REACTOME_PATHWAY","Initial triggering of complement","0.46%","81","8945","89","11494","2.44e-3","1.52e-2","1.17","9.98e-1","1.26e-2","8.90e-4"
"REACTOME_PATHWAY","TNFR1-induced NF-kappa-B signaling pathway","0.19%","33","8945","33","11494","2.62e-3","1.61e-2","1.28","9.99e-1","1.33e-2","2.52e-4"
"REACTOME_PATHWAY","Formation of the Early Elongation Complex","0.19%","33","8945","33","11494","2.62e-3","1.61e-2","1.28","9.99e-1","1.33e-2","2.52e-4"
"REACTOME_PATHWAY","Citric acid cycle (TCA cycle)","0.19%","33","8945","33","11494","2.62e-3","1.61e-2","1.28","9.99e-1","1.33e-2","2.52e-4"
"REACTOME_PATHWAY","Nuclear events stimulated by ALK signaling in cancer","0.19%","33","8945","33","11494","2.62e-3","1.61e-2","1.28","9.99e-1","1.33e-2","2.52e-4"
"REACTOME_PATHWAY","Formation of the HIV-1 Early Elongation Complex","0.19%","33","8945","33","11494","2.62e-3","1.61e-2","1.28","9.99e-1","1.33e-2","2.52e-4"
"REACTOME_PATHWAY","Cristae formation","0.19%","33","8945","33","11494","2.62e-3","1.61e-2","1.28","9.99e-1","1.33e-2","2.52e-4"
"REACTOME_PATHWAY","Oncogene Induced Senescence","0.19%","33","8945","33","11494","2.62e-3","1.61e-2","1.28","9.99e-1","1.33e-2","2.52e-4"
"REACTOME_PATHWAY","NS1 Mediated Effects on Host Pathways","0.23%","40","8945","41","11494","2.68e-3","1.64e-2","1.25","9.99e-1","1.36e-2","4.28e-4"
"REACTOME_PATHWAY","Regulation of T cell activation by CD28 family","0.42%","75","8945","82","11494","2.72e-3","1.66e-2","1.18","9.99e-1","1.37e-2","9.49e-4"
"REACTOME_PATHWAY","Heme signaling","0.26%","46","8945","48","11494","2.95e-3","1.80e-2","1.23","1.00e+0","1.49e-2","6.19e-4"
"REACTOME_PATHWAY","Synthesis of PIPs at the plasma membrane","0.29%","52","8945","55","11494","3.00e-3","1.83e-2","1.21","1.00e+0","1.51e-2","7.47e-4"
"REACTOME_PATHWAY","Diseases of Immune System","0.18%","32","8945","32","11494","3.28e-3","1.97e-2","1.28","1.00e+0","1.63e-2","3.24e-4"
"REACTOME_PATHWAY","Diseases associated with the TLR signaling cascade","0.18%","32","8945","32","11494","3.28e-3","1.97e-2","1.28","1.00e+0","1.63e-2","3.24e-4"
"REACTOME_PATHWAY","Synthesis of active ubiquitin: roles of E1 and E2 enzymes","0.18%","32","8945","32","11494","3.28e-3","1.97e-2","1.28","1.00e+0","1.63e-2","3.24e-4"
"REACTOME_PATHWAY","DNA strand elongation","0.18%","32","8945","32","11494","3.28e-3","1.97e-2","1.28","1.00e+0","1.63e-2","3.24e-4"
"REACTOME_PATHWAY","Termination of translesion DNA synthesis","0.18%","32","8945","32","11494","3.28e-3","1.97e-2","1.28","1.00e+0","1.63e-2","3.24e-4"
"REACTOME_PATHWAY","Metabolism of nucleotides","0.50%","89","8945","99","11494","3.42e-3","2.05e-2","1.16","1.00e+0","1.70e-2","1.39e-3"
"REACTOME_PATHWAY","Paradoxical activation of RAF signaling by kinase inactive BRAF","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","RNA Polymerase II Promoter Escape","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","RNA Polymerase II Transcription Initiation And Promoter Clearance","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","Signaling downstream of RAS mutants","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","RNA Polymerase II HIV Promoter Escape","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","HIV Transcription Initiation","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","Signaling by RAS mutants","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","RNA Polymerase II Transcription Initiation","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","NOTCH1 Intracellular Domain Regulates Transcription","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","Signaling by moderate kinase activity BRAF mutants","0.25%","45","8945","47","11494","3.57e-3","2.09e-2","1.23","1.00e+0","1.73e-2","7.65e-4"
"REACTOME_PATHWAY","Protein ubiquitination","0.41%","73","8945","80","11494","3.71e-3","2.16e-2","1.17","1.00e+0","1.79e-2","1.33e-3"
"REACTOME_PATHWAY","EPH-Ephrin signaling","0.47%","83","8945","92","11494","3.90e-3","2.28e-2","1.16","1.00e+0","1.89e-2","1.54e-3"
"REACTOME_PATHWAY","MITF-M-dependent gene expression","0.53%","93","8945","104","11494","3.93e-3","2.28e-2","1.15","1.00e+0","1.89e-2","1.67e-3"
"REACTOME_PATHWAY","Ovarian tumor domain proteases","0.22%","38","8945","39","11494","4.04e-3","2.34e-2","1.25","1.00e+0","1.94e-2","6.76e-4"
"REACTOME_PATHWAY","SUMOylation of ubiquitinylation proteins","0.22%","38","8945","39","11494","4.04e-3","2.34e-2","1.25","1.00e+0","1.94e-2","6.76e-4"
"REACTOME_PATHWAY","Endosomal Sorting Complex Required For Transport (ESCRT)","0.18%","31","8945","31","11494","4.09e-3","2.36e-2","1.28","1.00e+0","1.96e-2","4.16e-4"
"REACTOME_PATHWAY","Signaling by CSF1 (M-CSF) in myeloid cells","0.18%","31","8945","31","11494","4.09e-3","2.36e-2","1.28","1.00e+0","1.96e-2","4.16e-4"
"REACTOME_PATHWAY","Signaling by EGFR","0.28%","50","8945","53","11494","4.32e-3","2.49e-2","1.21","1.00e+0","2.06e-2","1.11e-3"
"REACTOME_PATHWAY","Interferon gamma signaling","0.49%","87","8945","97","11494","4.53e-3","2.60e-2","1.15","1.00e+0","2.15e-2","1.88e-3"
"REACTOME_PATHWAY","RHOH GTPase cycle","0.21%","37","8945","38","11494","4.95e-3","2.83e-2","1.25","1.00e+0","2.35e-2","8.49e-4"
"REACTOME_PATHWAY","Recognition of DNA damage by PCNA-containing replication complex","0.17%","30","8945","30","11494","5.11e-3","2.91e-2","1.28","1.00e+0","2.41e-2","5.35e-4"
"REACTOME_PATHWAY","Activation of BH3-only proteins","0.17%","30","8945","30","11494","5.11e-3","2.91e-2","1.28","1.00e+0","2.41e-2","5.35e-4"
"REACTOME_PATHWAY","Signaling by CSF3 (G-CSF)","0.17%","30","8945","30","11494","5.11e-3","2.91e-2","1.28","1.00e+0","2.41e-2","5.35e-4"
"REACTOME_PATHWAY","Hedgehog ligand biogenesis","0.28%","49","8945","52","11494","5.17e-3","2.94e-2","1.21","1.00e+0","2.43e-2","1.36e-3"
"REACTOME_PATHWAY","TP53 Regulates Transcription of Cell Death Genes","0.24%","43","8945","45","11494","5.23e-3","2.97e-2","1.23","1.00e+0","2.46e-2","1.17e-3"
"REACTOME_PATHWAY","Cargo recognition for clathrin-mediated endocytosis","0.54%","95","8945","107","11494","5.79e-3","3.27e-2","1.14","1.00e+0","2.71e-2","2.61e-3"
"REACTOME_PATHWAY","Signaling by PDGF","0.31%","54","8945","58","11494","5.82e-3","3.27e-2","1.20","1.00e+0","2.71e-2","1.74e-3"
"REACTOME_PATHWAY","Iron uptake and transport","0.31%","54","8945","58","11494","5.82e-3","3.27e-2","1.20","1.00e+0","2.71e-2","1.74e-3"
"REACTOME_PATHWAY","Cross-presentation of soluble exogenous antigens (endosomes)","0.20%","36","8945","37","11494","6.06e-3","3.36e-2","1.25","1.00e+0","2.79e-2","1.07e-3"
"REACTOME_PATHWAY","HDR through Single Strand Annealing (SSA)","0.20%","36","8945","37","11494","6.06e-3","3.36e-2","1.25","1.00e+0","2.79e-2","1.07e-3"
"REACTOME_PATHWAY","Activation of ATR in response to replication stress","0.20%","36","8945","37","11494","6.06e-3","3.36e-2","1.25","1.00e+0","2.79e-2","1.07e-3"
"REACTOME_PATHWAY","Interactions of Vpr with host cellular proteins","0.20%","36","8945","37","11494","6.06e-3","3.36e-2","1.25","1.00e+0","2.79e-2","1.07e-3"
"REACTOME_PATHWAY","SARS-CoV-1 modulates host translation machinery","0.20%","36","8945","37","11494","6.06e-3","3.36e-2","1.25","1.00e+0","2.79e-2","1.07e-3"
"REACTOME_PATHWAY","Interactions of Rev with host cellular proteins","0.20%","36","8945","37","11494","6.06e-3","3.36e-2","1.25","1.00e+0","2.79e-2","1.07e-3"
"REACTOME_PATHWAY","Mitophagy","0.20%","36","8945","37","11494","6.06e-3","3.36e-2","1.25","1.00e+0","2.79e-2","1.07e-3"
"REACTOME_PATHWAY","Diseases of DNA repair","0.27%","48","8945","51","11494","6.18e-3","3.42e-2","1.21","1.00e+0","2.83e-2","1.65e-3"
"REACTOME_PATHWAY","Elastic fibre formation","0.24%","42","8945","44","11494","6.32e-3","3.49e-2","1.23","1.00e+0","2.89e-2","1.44e-3"
"REACTOME_PATHWAY","Downstream signal transduction","0.16%","29","8945","29","11494","6.38e-3","3.50e-2","1.28","1.00e+0","2.90e-2","6.88e-4"
"REACTOME_PATHWAY","Translation of Structural Proteins","0.16%","29","8945","29","11494","6.38e-3","3.50e-2","1.28","1.00e+0","2.90e-2","6.88e-4"
"REACTOME_PATHWAY","mRNA Capping","0.16%","29","8945","29","11494","6.38e-3","3.50e-2","1.28","1.00e+0","2.90e-2","6.88e-4"
"REACTOME_PATHWAY","Interleukin-4 and Interleukin-13 signaling","0.56%","99","8945","112","11494","6.42e-3","3.52e-2","1.14","1.00e+0","2.92e-2","2.99e-3"
